"Theme 1 - 2 : Persons by sex, age and marital status, 2006";;;;;;;;;;;;;
;"Marital Status";"Males - Total";"Males - Single";"Males - Married";"Males - Separated";"Males - Divorced";"Males - Widowed";"Females - Total";"Females - Single";"Females - Married";"Females - Separated";"Females - Divorced";"Females - Widowed"
"038 Clontarf East B";"0 - 4 years";179;179;0;0;0;0;168;168;0;0;0;0
;"5 - 9 years";204;204;0;0;0;0;186;186;0;0;0;0
;"10 - 14 years";212;212;0;0;0;0;206;206;0;0;0;0
;"15 - 19 years";197;197;0;0;0;0;207;205;2;0;0;0
"039 Clontarf East C";"0 - 4 years";88;88;0;0;0;0;77;77;0;0;0;0
;"5 - 9 years";101;101;0;0;0;0;75;75;0;0;0;0
;"10 - 14 years";95;95;0;0;0;0;90;90;0;0;0;0
;"15 - 19 years";98;98;0;0;0;0;83;81;2;0;0;0
"040 Clontarf East D";"0 - 4 years";57;57;0;0;0;0;56;56;0;0;0;0
;"5 - 9 years";84;84;0;0;0;0;78;78;0;0;0;0
;"10 - 14 years";78;78;0;0;0;0;89;89;0;0;0;0
;"15 - 19 years";85;85;0;0;0;0;68;68;0;0;0;0
"041 Clontarf East E";"0 - 4 years";48;48;0;0;0;0;56;56;0;0;0;0
;"5 - 9 years";46;46;0;0;0;0;52;52;0;0;0;0
;"10 - 14 years";40;40;0;0;0;0;36;36;0;0;0;0
;"15 - 19 years";45;45;0;0;0;0;42;42;0;0;0;0
"042 Clontarf West A";"0 - 4 years";111;111;0;0;0;0;108;108;0;0;0;0
;"5 - 9 years";97;97;0;0;0;0;89;89;0;0;0;0
;"10 - 14 years";105;105;0;0;0;0;69;69;0;0;0;0
;"15 - 19 years";95;95;0;0;0;0;91;91;0;0;0;0
"043 Clontarf West B";"0 - 4 years";65;65;0;0;0;0;53;53;0;0;0;0
;"5 - 9 years";49;49;0;0;0;0;66;66;0;0;0;0
;"10 - 14 years";59;59;0;0;0;0;48;48;0;0;0;0
;"15 - 19 years";73;73;0;0;0;0;73;73;0;0;0;0
"044 Clontarf West C";"0 - 4 years";88;88;0;0;0;0;88;88;0;0;0;0
;"5 - 9 years";70;70;0;0;0;0;59;59;0;0;0;0
;"10 - 14 years";70;70;0;0;0;0;69;69;0;0;0;0
;"15 - 19 years";71;71;0;0;0;0;59;59;0;0;0;0
"045 Clontarf West D";"0 - 4 years";36;36;0;0;0;0;41;41;0;0;0;0
;"5 - 9 years";22;22;0;0;0;0;29;29;0;0;0;0
;"10 - 14 years";24;24;0;0;0;0;27;27;0;0;0;0
;"15 - 19 years";34;33;1;0;0;0;44;44;0;0;0;0
"046 Clontarf West E";"0 - 4 years";61;61;0;0;0;0;56;56;0;0;0;0
;"5 - 9 years";61;61;0;0;0;0;70;70;0;0;0;0
;"10 - 14 years";65;65;0;0;0;0;45;45;0;0;0;0
;"15 - 19 years";61;61;0;0;0;0;62;62;0;0;0;0
"047 Drumcondra South A";"0 - 4 years";87;87;0;0;0;0;88;88;0;0;0;0
;"5 - 9 years";87;87;0;0;0;0;79;79;0;0;0;0
;"10 - 14 years";81;81;0;0;0;0;90;90;0;0;0;0
;"15 - 19 years";105;105;0;0;0;0;126;124;2;0;0;0
"048 Drumcondra South B";"0 - 4 years";28;28;0;0;0;0;20;20;0;0;0;0
;"5 - 9 years";25;25;0;0;0;0;20;20;0;0;0;0
;"10 - 14 years";28;28;0;0;0;0;26;26;0;0;0;0
;"15 - 19 years";26;25;1;0;0;0;39;38;1;0;0;0
"049 Drumcondra South C";"0 - 4 years";73;73;0;0;0;0;86;86;0;0;0;0
;"5 - 9 years";76;76;0;0;0;0;70;70;0;0;0;0
;"10 - 14 years";57;57;0;0;0;0;77;77;0;0;0;0
;"15 - 19 years";84;84;0;0;0;0;172;172;0;0;0;0
"050 Edenmore";"0 - 4 years";68;68;0;0;0;0;73;73;0;0;0;0
;"5 - 9 years";77;77;0;0;0;0;70;70;0;0;0;0
;"10 - 14 years";79;79;0;0;0;0;86;86;0;0;0;0
;"15 - 19 years";104;104;0;0;0;0;83;83;0;0;0;0
"051 Finglas North A";"0 - 4 years";141;141;0;0;0;0;89;89;0;0;0;0
;"5 - 9 years";146;146;0;0;0;0;123;123;0;0;0;0
;"10 - 14 years";157;157;0;0;0;0;139;139;0;0;0;0
;"15 - 19 years";143;141;2;0;0;0;153;151;2;0;0;0
"052 Finglas North B";"0 - 4 years";73;73;0;0;0;0;74;74;0;0;0;0
;"5 - 9 years";104;104;0;0;0;0;131;131;0;0;0;0
;"10 - 14 years";124;124;0;0;0;0;133;133;0;0;0;0
;"15 - 19 years";120;120;0;0;0;0;118;117;0;1;0;0
"053 Finglas North C";"0 - 4 years";79;79;0;0;0;0;60;60;0;0;0;0
;"5 - 9 years";77;77;0;0;0;0;52;52;0;0;0;0
;"10 - 14 years";81;81;0;0;0;0;66;66;0;0;0;0
;"15 - 19 years";85;85;0;0;0;0;107;107;0;0;0;0
"054 Finglas South A";"0 - 4 years";83;83;0;0;0;0;81;81;0;0;0;0
;"5 - 9 years";102;102;0;0;0;0;80;80;0;0;0;0
;"10 - 14 years";99;99;0;0;0;0;78;78;0;0;0;0
;"15 - 19 years";100;99;1;0;0;0;79;79;0;0;0;0
"055 Finglas South B";"0 - 4 years";128;128;0;0;0;0;132;132;0;0;0;0
;"5 - 9 years";138;138;0;0;0;0;131;131;0;0;0;0
;"10 - 14 years";112;112;0;0;0;0;109;109;0;0;0;0
;"15 - 19 years";110;110;0;0;0;0;107;106;1;0;0;0
"056 Finglas South C";"0 - 4 years";110;110;0;0;0;0;101;101;0;0;0;0
;"5 - 9 years";107;107;0;0;0;0;114;114;0;0;0;0
;"10 - 14 years";101;101;0;0;0;0;94;94;0;0;0;0
;"15 - 19 years";115;115;0;0;0;0;92;92;0;0;0;0
"057 Finglas South D";"0 - 4 years";100;100;0;0;0;0;79;79;0;0;0;0
;"5 - 9 years";104;104;0;0;0;0;71;71;0;0;0;0
;"10 - 14 years";64;64;0;0;0;0;63;63;0;0;0;0
;"15 - 19 years";67;67;0;0;0;0;78;77;1;0;0;0
"058 Grace Park";"0 - 4 years";133;133;0;0;0;0;153;153;0;0;0;0
;"5 - 9 years";167;167;0;0;0;0;130;130;0;0;0;0
;"10 - 14 years";192;192;0;0;0;0;169;169;0;0;0;0
;"15 - 19 years";204;204;0;0;0;0;236;235;1;0;0;0
"059 Grange A";"0 - 4 years";379;379;0;0;0;0;338;338;0;0;0;0
;"5 - 9 years";373;373;0;0;0;0;308;308;0;0;0;0
;"10 - 14 years";251;251;0;0;0;0;242;242;0;0;0;0
;"15 - 19 years";257;256;1;0;0;0;241;241;0;0;0;0
"060 Grange B";"0 - 4 years";102;102;0;0;0;0;100;100;0;0;0;0
;"5 - 9 years";81;81;0;0;0;0;89;89;0;0;0;0
;"10 - 14 years";68;68;0;0;0;0;81;81;0;0;0;0
;"15 - 19 years";98;98;0;0;0;0;92;92;0;0;0;0
"061 Grange C";"0 - 4 years";85;85;0;0;0;0;79;79;0;0;0;0
;"5 - 9 years";90;90;0;0;0;0;87;87;0;0;0;0
;"10 - 14 years";116;116;0;0;0;0;84;84;0;0;0;0
;"15 - 19 years";96;96;0;0;0;0;112;112;0;0;0;0
"062 Grange D";"0 - 4 years";127;127;0;0;0;0;118;118;0;0;0;0
;"5 - 9 years";127;127;0;0;0;0;134;134;0;0;0;0
;"10 - 14 years";170;170;0;0;0;0;141;141;0;0;0;0
;"15 - 19 years";165;165;0;0;0;0;147;147;0;0;0;0
"063 Grange E";"0 - 4 years";65;65;0;0;0;0;64;64;0;0;0;0
;"5 - 9 years";78;78;0;0;0;0;64;64;0;0;0;0
;"10 - 14 years";75;75;0;0;0;0;86;86;0;0;0;0
;"15 - 19 years";86;86;0;0;0;0;73;73;0;0;0;0
"064 Harmonstown A";"0 - 4 years";59;59;0;0;0;0;57;57;0;0;0;0
;"5 - 9 years";68;68;0;0;0;0;72;72;0;0;0;0
;"10 - 14 years";71;71;0;0;0;0;74;74;0;0;0;0
;"15 - 19 years";89;89;0;0;0;0;87;87;0;0;0;0
"065 Harmonstown B";"0 - 4 years";75;75;0;0;0;0;77;77;0;0;0;0
;"5 - 9 years";92;92;0;0;0;0;66;66;0;0;0;0
;"10 - 14 years";74;74;0;0;0;0;74;74;0;0;0;0
;"15 - 19 years";111;111;0;0;0;0;92;92;0;0;0;0
"066 Inns Quay A";"0 - 4 years";53;53;0;0;0;0;43;43;0;0;0;0
;"5 - 9 years";18;18;0;0;0;0;24;24;0;0;0;0
;"10 - 14 years";22;22;0;0;0;0;24;24;0;0;0;0
;"15 - 19 years";196;166;29;0;0;1;66;63;3;0;0;0
"067 Inns Quay B";"0 - 4 years";65;65;0;0;0;0;86;86;0;0;0;0
;"5 - 9 years";50;50;0;0;0;0;60;60;0;0;0;0
;"10 - 14 years";59;59;0;0;0;0;47;47;0;0;0;0
;"15 - 19 years";71;64;5;0;0;2;71;60;9;0;0;2
"068 Inns Quay C";"0 - 4 years";70;70;0;0;0;0;66;66;0;0;0;0
;"5 - 9 years";59;59;0;0;0;0;58;58;0;0;0;0
;"10 - 14 years";53;53;0;0;0;0;57;57;0;0;0;0
;"15 - 19 years";71;70;0;0;0;1;63;63;0;0;0;0
"069 Kilmore A";"0 - 4 years";161;161;0;0;0;0;151;151;0;0;0;0
;"5 - 9 years";179;179;0;0;0;0;178;178;0;0;0;0
;"10 - 14 years";130;130;0;0;0;0;116;116;0;0;0;0
;"15 - 19 years";85;85;0;0;0;0;100;98;1;1;0;0
"070 Kilmore B";"0 - 4 years";88;88;0;0;0;0;73;73;0;0;0;0
;"5 - 9 years";95;95;0;0;0;0;95;95;0;0;0;0
;"10 - 14 years";104;104;0;0;0;0;97;97;0;0;0;0
;"15 - 19 years";126;126;0;0;0;0;112;112;0;0;0;0
"071 Kilmore C";"0 - 4 years";40;40;0;0;0;0;39;39;0;0;0;0
;"5 - 9 years";59;59;0;0;0;0;65;65;0;0;0;0
;"10 - 14 years";51;51;0;0;0;0;56;56;0;0;0;0
;"15 - 19 years";59;58;1;0;0;0;75;75;0;0;0;0
"072 Kilmore D";"0 - 4 years";46;46;0;0;0;0;55;55;0;0;0;0
;"5 - 9 years";53;53;0;0;0;0;48;48;0;0;0;0
;"10 - 14 years";69;69;0;0;0;0;66;66;0;0;0;0
;"15 - 19 years";78;78;0;0;0;0;64;64;0;0;0;0
"073 Mountjoy A";"0 - 4 years";101;101;0;0;0;0;101;101;0;0;0;0
;"5 - 9 years";94;94;0;0;0;0;99;99;0;0;0;0
;"10 - 14 years";92;92;0;0;0;0;77;77;0;0;0;0
;"15 - 19 years";106;103;3;0;0;0;114;112;2;0;0;0
"074 Mountjoy B";"0 - 4 years";102;102;0;0;0;0;109;109;0;0;0;0
;"5 - 9 years";64;64;0;0;0;0;64;64;0;0;0;0
;"10 - 14 years";36;36;0;0;0;0;42;42;0;0;0;0
;"15 - 19 years";83;81;1;0;0;1;72;72;0;0;0;0
"075 North City";"0 - 4 years";54;54;0;0;0;0;50;50;0;0;0;0
;"5 - 9 years";31;31;0;0;0;0;20;20;0;0;0;0
;"10 - 14 years";24;24;0;0;0;0;22;22;0;0;0;0
;"15 - 19 years";46;46;0;0;0;0;63;58;5;0;0;0
"076 North Dock A";"0 - 4 years";22;22;0;0;0;0;32;32;0;0;0;0
;"5 - 9 years";16;16;0;0;0;0;21;21;0;0;0;0
;"10 - 14 years";24;24;0;0;0;0;15;15;0;0;0;0
;"15 - 19 years";30;30;0;0;0;0;22;22;0;0;0;0
"077 North Dock B";"0 - 4 years";110;110;0;0;0;0;108;108;0;0;0;0
;"5 - 9 years";100;100;0;0;0;0;93;93;0;0;0;0
;"10 - 14 years";77;77;0;0;0;0;87;87;0;0;0;0
;"15 - 19 years";105;105;0;0;0;0;87;86;1;0;0;0
"078 North Dock C";"0 - 4 years";85;85;0;0;0;0;85;85;0;0;0;0
;"5 - 9 years";79;79;0;0;0;0;79;79;0;0;0;0
;"10 - 14 years";85;85;0;0;0;0;80;80;0;0;0;0
;"15 - 19 years";121;121;0;0;0;0;135;135;0;0;0;0
"079 Phoenix Park";"0 - 4 years";27;27;0;0;0;0;25;25;0;0;0;0
;"5 - 9 years";7;7;0;0;0;0;8;8;0;0;0;0
;"10 - 14 years";7;7;0;0;0;0;6;6;0;0;0;0
;"15 - 19 years";15;15;0;0;0;0;15;15;0;0;0;0
"080 Priorswood A";"0 - 4 years";74;74;0;0;0;0;51;51;0;0;0;0
;"5 - 9 years";60;60;0;0;0;0;54;54;0;0;0;0
;"10 - 14 years";62;62;0;0;0;0;54;54;0;0;0;0
;"15 - 19 years";67;67;0;0;0;0;59;58;0;1;0;0
"081 Priorswood B";"0 - 4 years";138;138;0;0;0;0;109;109;0;0;0;0
;"5 - 9 years";156;156;0;0;0;0;138;138;0;0;0;0
;"10 - 14 years";129;129;0;0;0;0;141;141;0;0;0;0
;"15 - 19 years";152;151;1;0;0;0;173;169;4;0;0;0
"082 Priorswood C";"0 - 4 years";163;163;0;0;0;0;133;133;0;0;0;0
;"5 - 9 years";223;223;0;0;0;0;185;185;0;0;0;0
;"10 - 14 years";229;229;0;0;0;0;242;242;0;0;0;0
;"15 - 19 years";183;183;0;0;0;0;188;188;0;0;0;0
"083 Priorswood D";"0 - 4 years";95;95;0;0;0;0;96;96;0;0;0;0
;"5 - 9 years";100;100;0;0;0;0;83;83;0;0;0;0
;"10 - 14 years";110;110;0;0;0;0;98;98;0;0;0;0
;"15 - 19 years";95;95;0;0;0;0;109;109;0;0;0;0
"084 Priorswood E";"0 - 4 years";93;93;0;0;0;0;86;86;0;0;0;0
;"5 - 9 years";88;88;0;0;0;0;78;78;0;0;0;0
;"10 - 14 years";89;89;0;0;0;0;98;98;0;0;0;0
;"15 - 19 years";123;123;0;0;0;0;112;112;0;0;0;0
"085 Raheny-Foxfield";"0 - 4 years";85;85;0;0;0;0;60;60;0;0;0;0
;"5 - 9 years";72;72;0;0;0;0;81;81;0;0;0;0
;"10 - 14 years";83;83;0;0;0;0;85;85;0;0;0;0
;"15 - 19 years";84;84;0;0;0;0;103;103;0;0;0;0
"086 Raheny-Greendale";"0 - 4 years";56;56;0;0;0;0;60;60;0;0;0;0
;"5 - 9 years";78;78;0;0;0;0;78;78;0;0;0;0
;"10 - 14 years";88;88;0;0;0;0;80;80;0;0;0;0
;"15 - 19 years";81;81;0;0;0;0;72;72;0;0;0;0
"087 Raheny-St. Assam";"0 - 4 years";79;79;0;0;0;0;83;83;0;0;0;0
;"5 - 9 years";90;90;0;0;0;0;87;87;0;0;0;0
;"10 - 14 years";84;84;0;0;0;0;97;97;0;0;0;0
;"15 - 19 years";103;103;0;0;0;0;88;88;0;0;0;0
"088 Rotunda A";"0 - 4 years";147;147;0;0;0;0;128;128;0;0;0;0
;"5 - 9 years";89;89;0;0;0;0;93;93;0;0;0;0
;"10 - 14 years";75;75;0;0;0;0;66;66;0;0;0;0
;"15 - 19 years";120;112;6;0;0;2;85;81;4;0;0;0
"089 Rotunda B";"0 - 4 years";76;76;0;0;0;0;76;76;0;0;0;0
;"5 - 9 years";20;20;0;0;0;0;20;20;0;0;0;0
;"10 - 14 years";14;14;0;0;0;0;27;27;0;0;0;0
;"15 - 19 years";32;32;0;0;0;0;36;34;0;0;0;2
"090 Whitehall A";"0 - 4 years";72;72;0;0;0;0;71;71;0;0;0;0
;"5 - 9 years";99;99;0;0;0;0;51;51;0;0;0;0
;"10 - 14 years";78;78;0;0;0;0;77;77;0;0;0;0
;"15 - 19 years";197;197;0;0;0;0;229;229;0;0;0;0
"091 Whitehall B";"0 - 4 years";87;87;0;0;0;0;69;69;0;0;0;0
;"5 - 9 years";65;65;0;0;0;0;84;84;0;0;0;0
;"10 - 14 years";93;93;0;0;0;0;74;74;0;0;0;0
;"15 - 19 years";126;126;0;0;0;0;156;155;1;0;0;0
"092 Whitehall C";"0 - 4 years";57;57;0;0;0;0;57;57;0;0;0;0
;"5 - 9 years";63;63;0;0;0;0;50;50;0;0;0;0
;"10 - 14 years";61;61;0;0;0;0;49;49;0;0;0;0
;"15 - 19 years";71;71;0;0;0;0;71;71;0;0;0;0
"093 Whitehall D";"0 - 4 years";48;48;0;0;0;0;50;50;0;0;0;0
;"5 - 9 years";28;28;0;0;0;0;36;36;0;0;0;0
;"10 - 14 years";53;53;0;0;0;0;47;47;0;0;0;0
;"15 - 19 years";67;66;0;1;0;0;107;107;0;0;0;0
"094 Chapelizod";"0 - 4 years";86;86;0;0;0;0;84;84;0;0;0;0
;"5 - 9 years";57;57;0;0;0;0;65;65;0;0;0;0
;"10 - 14 years";51;51;0;0;0;0;59;59;0;0;0;0
;"15 - 19 years";65;65;0;0;0;0;42;40;2;0;0;0
"095 Cherry Orchard A";"0 - 4 years";118;118;0;0;0;0;109;109;0;0;0;0
;"5 - 9 years";134;134;0;0;0;0;129;129;0;0;0;0
;"10 - 14 years";77;77;0;0;0;0;68;68;0;0;0;0
;"15 - 19 years";112;109;2;1;0;0;79;79;0;0;0;0
"096 Carna";"0 - 4 years";77;77;0;0;0;0;60;60;0;0;0;0
;"5 - 9 years";84;84;0;0;0;0;97;97;0;0;0;0
;"10 - 14 years";91;91;0;0;0;0;93;93;0;0;0;0
;"15 - 19 years";128;128;0;0;0;0;100;99;1;0;0;0
"097 Cherry Orchard C";"0 - 4 years";160;160;0;0;0;0;145;145;0;0;0;0
;"5 - 9 years";181;181;0;0;0;0;169;169;0;0;0;0
;"10 - 14 years";175;175;0;0;0;0;184;184;0;0;0;0
;"15 - 19 years";222;222;0;0;0;0;216;215;1;0;0;0
"098 Crumlin A";"0 - 4 years";127;127;0;0;0;0;106;106;0;0;0;0
;"5 - 9 years";113;113;0;0;0;0;122;122;0;0;0;0
;"10 - 14 years";89;89;0;0;0;0;112;112;0;0;0;0
;"15 - 19 years";118;118;0;0;0;0;136;136;0;0;0;0
"099 Crumlin B";"0 - 4 years";74;74;0;0;0;0;77;77;0;0;0;0
;"5 - 9 years";108;108;0;0;0;0;66;66;0;0;0;0
;"10 - 14 years";101;101;0;0;0;0;81;81;0;0;0;0
;"15 - 19 years";98;98;0;0;0;0;108;108;0;0;0;0
"100 Crumlin C";"0 - 4 years";60;60;0;0;0;0;71;71;0;0;0;0
;"5 - 9 years";51;51;0;0;0;0;61;61;0;0;0;0
;"10 - 14 years";77;77;0;0;0;0;66;66;0;0;0;0
;"15 - 19 years";64;63;1;0;0;0;71;68;3;0;0;0
"101 Crumlin D";"0 - 4 years";104;104;0;0;0;0;116;116;0;0;0;0
;"5 - 9 years";122;122;0;0;0;0;118;118;0;0;0;0
;"10 - 14 years";114;114;0;0;0;0;116;116;0;0;0;0
;"15 - 19 years";140;139;0;1;0;0;123;121;2;0;0;0
"102 Crumlin E";"0 - 4 years";75;75;0;0;0;0;61;61;0;0;0;0
;"5 - 9 years";98;98;0;0;0;0;85;85;0;0;0;0
;"10 - 14 years";97;97;0;0;0;0;101;101;0;0;0;0
;"15 - 19 years";107;106;1;0;0;0;99;99;0;0;0;0
"103 Crumlin F";"0 - 4 years";146;146;0;0;0;0;119;119;0;0;0;0
;"5 - 9 years";95;95;0;0;0;0;87;87;0;0;0;0
;"10 - 14 years";96;96;0;0;0;0;90;90;0;0;0;0
;"15 - 19 years";88;88;0;0;0;0;89;88;1;0;0;0
"104 Decies";"0 - 4 years";93;93;0;0;0;0;96;96;0;0;0;0
;"5 - 9 years";78;78;0;0;0;0;81;81;0;0;0;0
;"10 - 14 years";91;91;0;0;0;0;97;97;0;0;0;0
;"15 - 19 years";100;100;0;0;0;0;99;99;0;0;0;0
"105 Drumfinn";"0 - 4 years";99;99;0;0;0;0;89;89;0;0;0;0
;"5 - 9 years";101;101;0;0;0;0;98;98;0;0;0;0
;"10 - 14 years";115;115;0;0;0;0;104;104;0;0;0;0
;"15 - 19 years";145;145;0;0;0;0;132;132;0;0;0;0
"106 Inchicore A";"0 - 4 years";50;50;0;0;0;0;42;42;0;0;0;0
;"5 - 9 years";23;23;0;0;0;0;35;35;0;0;0;0
;"10 - 14 years";34;34;0;0;0;0;22;22;0;0;0;0
;"15 - 19 years";43;43;0;0;0;0;43;43;0;0;0;0
"107 Inchicore B";"0 - 4 years";61;61;0;0;0;0;53;53;0;0;0;0
;"5 - 9 years";63;63;0;0;0;0;68;68;0;0;0;0
;"10 - 14 years";50;50;0;0;0;0;62;62;0;0;0;0
;"15 - 19 years";54;51;3;0;0;0;64;64;0;0;0;0
"108 Kilmainham A";"0 - 4 years";83;83;0;0;0;0;76;76;0;0;0;0
;"5 - 9 years";50;50;0;0;0;0;62;62;0;0;0;0
;"10 - 14 years";68;68;0;0;0;0;66;66;0;0;0;0
;"15 - 19 years";79;79;0;0;0;0;77;77;0;0;0;0
"109 Kilmainham B";"0 - 4 years";52;52;0;0;0;0;42;42;0;0;0;0
;"5 - 9 years";25;25;0;0;0;0;15;15;0;0;0;0
;"10 - 14 years";32;32;0;0;0;0;20;20;0;0;0;0
;"15 - 19 years";22;22;0;0;0;0;36;34;1;1;0;0
"110 Kilmainham C";"0 - 4 years";139;139;0;0;0;0;152;152;0;0;0;0
;"5 - 9 years";95;95;0;0;0;0;94;94;0;0;0;0
;"10 - 14 years";106;106;0;0;0;0;86;86;0;0;0;0
;"15 - 19 years";84;83;1;0;0;0;114;110;4;0;0;0
"111 Kimmage A";"0 - 4 years";43;43;0;0;0;0;56;56;0;0;0;0
;"5 - 9 years";56;56;0;0;0;0;56;56;0;0;0;0
;"10 - 14 years";73;73;0;0;0;0;82;82;0;0;0;0
;"15 - 19 years";74;74;0;0;0;0;77;77;0;0;0;0
"112 Kimmage B";"0 - 4 years";92;92;0;0;0;0;86;86;0;0;0;0
;"5 - 9 years";98;98;0;0;0;0;109;109;0;0;0;0
;"10 - 14 years";117;117;0;0;0;0;82;82;0;0;0;0
;"15 - 19 years";122;122;0;0;0;0;123;123;0;0;0;0
"113 Kimmage C";"0 - 4 years";46;46;0;0;0;0;56;56;0;0;0;0
;"5 - 9 years";33;33;0;0;0;0;26;26;0;0;0;0
;"10 - 14 years";33;33;0;0;0;0;26;26;0;0;0;0
;"15 - 19 years";48;48;0;0;0;0;53;53;0;0;0;0
"114 Kimmage D";"0 - 4 years";62;62;0;0;0;0;67;67;0;0;0;0
;"5 - 9 years";85;85;0;0;0;0;75;75;0;0;0;0
;"10 - 14 years";67;67;0;0;0;0;85;85;0;0;0;0
;"15 - 19 years";87;87;0;0;0;0;94;94;0;0;0;0
"115 Kimmage E";"0 - 4 years";99;99;0;0;0;0;85;85;0;0;0;0
;"5 - 9 years";93;93;0;0;0;0;93;93;0;0;0;0
;"10 - 14 years";102;102;0;0;0;0;77;77;0;0;0;0
;"15 - 19 years";91;91;0;0;0;0;92;92;0;0;0;0
"116 Kylemore";"0 - 4 years";80;80;0;0;0;0;79;79;0;0;0;0
;"5 - 9 years";100;100;0;0;0;0;95;95;0;0;0;0
;"10 - 14 years";92;92;0;0;0;0;86;86;0;0;0;0
;"15 - 19 years";108;108;0;0;0;0;107;106;1;0;0;0
"117 Mansion House A";"0 - 4 years";77;77;0;0;0;0;81;81;0;0;0;0
;"5 - 9 years";106;106;0;0;0;0;75;75;0;0;0;0
;"10 - 14 years";71;71;0;0;0;0;65;65;0;0;0;0
;"15 - 19 years";104;102;2;0;0;0;146;142;4;0;0;0
"118 Mansion House B";"0 - 4 years";8;8;0;0;0;0;6;6;0;0;0;0
;"5 - 9 years";2;2;0;0;0;0;1;1;0;0;0;0
;"10 - 14 years";2;2;0;0;0;0;1;1;0;0;0;0
;"15 - 19 years";15;15;0;0;0;0;7;7;0;0;0;0
"119 Merchants Quay A";"0 - 4 years";50;50;0;0;0;0;56;56;0;0;0;0
;"5 - 9 years";57;57;0;0;0;0;39;39;0;0;0;0
;"10 - 14 years";34;34;0;0;0;0;42;42;0;0;0;0
;"15 - 19 years";55;55;0;0;0;0;59;56;1;0;0;2
"120 Merchants Quay B";"0 - 4 years";80;80;0;0;0;0;73;73;0;0;0;0
;"5 - 9 years";50;50;0;0;0;0;47;47;0;0;0;0
;"10 - 14 years";33;33;0;0;0;0;25;25;0;0;0;0
;"15 - 19 years";60;60;0;0;0;0;73;70;3;0;0;0
"121 Merchants Quay C";"0 - 4 years";64;64;0;0;0;0;75;75;0;0;0;0
;"5 - 9 years";60;60;0;0;0;0;38;38;0;0;0;0
;"10 - 14 years";46;46;0;0;0;0;50;50;0;0;0;0
;"15 - 19 years";77;77;0;0;0;0;74;70;4;0;0;0
"122 Merchants Quay D";"0 - 4 years";44;44;0;0;0;0;57;57;0;0;0;0
;"5 - 9 years";24;24;0;0;0;0;19;19;0;0;0;0
;"10 - 14 years";22;22;0;0;0;0;20;20;0;0;0;0
;"15 - 19 years";35;35;0;0;0;0;43;43;0;0;0;0
"123 Merchants Quay E";"0 - 4 years";43;43;0;0;0;0;53;53;0;0;0;0
;"5 - 9 years";32;32;0;0;0;0;28;28;0;0;0;0
;"10 - 14 years";20;20;0;0;0;0;26;26;0;0;0;0
;"15 - 19 years";103;103;0;0;0;0;127;127;0;0;0;0
"124 Merchants Quay F";"0 - 4 years";153;153;0;0;0;0;151;151;0;0;0;0
;"5 - 9 years";82;82;0;0;0;0;102;102;0;0;0;0
;"10 - 14 years";71;71;0;0;0;0;64;64;0;0;0;0
;"15 - 19 years";55;53;2;0;0;0;54;52;2;0;0;0
"125 Pembroke East A";"0 - 4 years";113;113;0;0;0;0;100;100;0;0;0;0
;"5 - 9 years";112;112;0;0;0;0;127;127;0;0;0;0
;"10 - 14 years";117;117;0;0;0;0;123;123;0;0;0;0
;"15 - 19 years";159;158;1;0;0;0;130;129;1;0;0;0
"126 Pembroke East B";"0 - 4 years";115;115;0;0;0;0;79;79;0;0;0;0
;"5 - 9 years";92;92;0;0;0;0;97;97;0;0;0;0
;"10 - 14 years";85;85;0;0;0;0;91;91;0;0;0;0
;"15 - 19 years";100;99;0;1;0;0;79;79;0;0;0;0
"127 Pembroke East C";"0 - 4 years";92;92;0;0;0;0;71;71;0;0;0;0
;"5 - 9 years";92;92;0;0;0;0;97;97;0;0;0;0
;"10 - 14 years";101;101;0;0;0;0;92;92;0;0;0;0
;"15 - 19 years";101;101;0;0;0;0;85;85;0;0;0;0
"128 Pembroke East D";"0 - 4 years";61;61;0;0;0;0;71;71;0;0;0;0
;"5 - 9 years";92;92;0;0;0;0;58;58;0;0;0;0
;"10 - 14 years";100;100;0;0;0;0;68;68;0;0;0;0
;"15 - 19 years";108;108;0;0;0;0;117;117;0;0;0;0
"129 Pembroke East E";"0 - 4 years";85;85;0;0;0;0;66;66;0;0;0;0
;"5 - 9 years";65;65;0;0;0;0;52;52;0;0;0;0
;"10 - 14 years";64;64;0;0;0;0;56;56;0;0;0;0
;"15 - 19 years";51;51;0;0;0;0;68;67;1;0;0;0
"130 Pembroke West A";"0 - 4 years";70;70;0;0;0;0;87;87;0;0;0;0
;"5 - 9 years";60;60;0;0;0;0;72;72;0;0;0;0
;"10 - 14 years";45;45;0;0;0;0;49;49;0;0;0;0
;"15 - 19 years";63;63;0;0;0;0;63;63;0;0;0;0
"131 Pembroke West B";"0 - 4 years";56;56;0;0;0;0;52;52;0;0;0;0
;"5 - 9 years";46;46;0;0;0;0;42;42;0;0;0;0
;"10 - 14 years";30;30;0;0;0;0;34;34;0;0;0;0
;"15 - 19 years";46;45;1;0;0;0;73;73;0;0;0;0
"132 Pembroke West C";"0 - 4 years";37;37;0;0;0;0;60;60;0;0;0;0
;"5 - 9 years";38;38;0;0;0;0;38;38;0;0;0;0
;"10 - 14 years";36;36;0;0;0;0;36;36;0;0;0;0
;"15 - 19 years";51;51;0;0;0;0;59;58;1;0;0;0
